LATITUDE,LONGITUDE,SITE_CLASS
-33.18123683,151.626886,B
-33.17623683,151.621886,B
-33.18123683,151.621886,B
-33.18623683,151.621886,D
-33.19123683,151.621886,B
-33.19623683,151.621886,B
-33.17623683,151.616886,B
-33.18123683,151.616886,B
-33.18623683,151.616886,B
-33.19123683,151.616886,B
-33.19623683,151.616886,B
-33.17623683,151.611886,B
-33.18123683,151.611886,B
-33.18623683,151.611886,B
-33.19123683,151.611886,B
-33.19623683,151.611886,D
-33.20123683,151.611886,D
-33.17623683,151.606886,B
-33.18123683,151.606886,B
-33.18623683,151.606886,B
-33.19123683,151.606886,B
-33.19623683,151.606886,B
-33.20123683,151.606886,D
-33.17623683,151.601886,B
-33.18123683,151.601886,B
-33.18623683,151.601886,B
-33.19123683,151.601886,B
-33.19623683,151.601886,B
-33.20123683,151.601886,D
-33.20623683,151.601886,D
-33.16623683,151.596886,B
-33.17123683,151.596886,B
-33.17623683,151.596886,B
-33.18123683,151.596886,B
-33.18623683,151.596886,B
-33.19123683,151.596886,B
-33.19623683,151.596886,B
-33.20123683,151.596886,D
-33.20623683,151.596886,D
-33.21123683,151.596886,D
-33.15623683,151.591886,B
-33.16123683,151.591886,B
-33.16623683,151.591886,B
-33.17123683,151.591886,B
-33.17623683,151.591886,B
-33.18123683,151.591886,B
-33.18623683,151.591886,B
-33.19123683,151.591886,D
-33.19623683,151.591886,B
-33.20123683,151.591886,D
-33.20623683,151.591886,D
-33.21123683,151.591886,D
-33.21623683,151.591886,D
-33.11623683,151.586886,B
-33.12123683,151.586886,B
-33.13123683,151.586886,D
-33.13623683,151.586886,D
-33.14123683,151.586886,B
-33.14623683,151.586886,B
-33.15123683,151.586886,B
-33.15623683,151.586886,B
-33.16123683,151.586886,B
-33.16623683,151.586886,B
-33.17123683,151.586886,B
-33.17623683,151.586886,B
-33.18123683,151.586886,B
-33.18623683,151.586886,D
-33.19123683,151.586886,B
-33.19623683,151.586886,B
-33.20123683,151.586886,B
-33.21123683,151.586886,D
-33.21623683,151.586886,D
-33.22123683,151.586886,D
-33.13123683,151.581886,B
-33.13623683,151.581886,B
-33.14123683,151.581886,B
-33.14623683,151.581886,B
-33.15123683,151.581886,B
-33.15623683,151.581886,B
-33.16123683,151.581886,D
-33.16623683,151.581886,B
-33.17123683,151.581886,B
-33.17623683,151.581886,D
-33.18123683,151.581886,B
-33.18623683,151.581886,B
-33.19123683,151.581886,B
-33.19623683,151.581886,B
-33.20123683,151.581886,D
-33.21623683,151.581886,D
-33.22123683,151.581886,D
-33.22623683,151.581886,D
-33.13623683,151.576886,D
-33.14123683,151.576886,D
-33.14623683,151.576886,B
-33.15123683,151.576886,B
-33.15623683,151.576886,D
-33.16123683,151.576886,B
-33.16623683,151.576886,B
-33.17123683,151.576886,B
-33.17623683,151.576886,B
-33.18123683,151.576886,D
-33.18623683,151.576886,B
-33.19123683,151.576886,B
-33.22623683,151.576886,D
-33.13623683,151.571886,B
-33.14123683,151.571886,B
-33.14623683,151.571886,B
-33.15123683,151.571886,B
-33.16623683,151.571886,D
-33.17123683,151.571886,B
-33.17623683,151.571886,D
-33.18123683,151.571886,B
-33.18623683,151.571886,B
-33.19123683,151.571886,B
-33.23123683,151.571886,D
-33.23623683,151.571886,D
-33.14123683,151.566886,B
-33.14623683,151.566886,B
-33.17623683,151.566886,B
-33.18123683,151.566886,B
-33.18623683,151.566886,B
-33.19123683,151.566886,B
-33.23623683,151.566886,D
-33.24123683,151.566886,D
-33.27623683,151.566886,B
-33.28123683,151.566886,B
-33.28623683,151.566886,B
-33.14123683,151.561886,B
-33.14623683,151.561886,B
-33.17623683,151.561886,B
-33.18123683,151.561886,B
-33.18623683,151.561886,B
-33.19123683,151.561886,B
-33.23623683,151.561886,D
-33.25123683,151.561886,D
-33.25623683,151.561886,D
-33.26123683,151.561886,D
-33.26623683,151.561886,D
-33.27123683,151.561886,B
-33.27623683,151.561886,B
-33.28123683,151.561886,B
-33.28623683,151.561886,B
-33.29123683,151.561886,D
-33.17123683,151.556886,D
-33.17623683,151.556886,B
-33.18123683,151.556886,B
-33.18623683,151.556886,B
-33.19123683,151.556886,B
-33.19623683,151.556886,D
-33.20623683,151.556886,B
-33.21123683,151.556886,B
-33.21623683,151.556886,B
-33.23123683,151.556886,D
-33.23623683,151.556886,D
-33.25623683,151.556886,D
-33.26123683,151.556886,D
-33.26623683,151.556886,B
-33.27123683,151.556886,B
-33.27623683,151.556886,B
-33.28123683,151.556886,B
-33.28623683,151.556886,D
-33.29123683,151.556886,D
-33.16623683,151.551886,D
-33.17123683,151.551886,B
-33.17623683,151.551886,B
-33.18123683,151.551886,B
-33.18623683,151.551886,B
-33.19123683,151.551886,D
-33.20123683,151.551886,B
-33.20623683,151.551886,B
-33.21123683,151.551886,B
-33.21623683,151.551886,B
-33.22123683,151.551886,B
-33.22623683,151.551886,B
-33.23123683,151.551886,B
-33.25123683,151.551886,D
-33.25623683,151.551886,D
-33.26123683,151.551886,D
-33.26623683,151.551886,B
-33.27123683,151.551886,B
-33.27623683,151.551886,B
-33.28123683,151.551886,B
-33.28623683,151.551886,D
-33.29123683,151.551886,D
-33.29623683,151.551886,D
-33.16123683,151.546886,B
-33.16623683,151.546886,B
-33.17123683,151.546886,B
-33.17623683,151.546886,B
-33.18123683,151.546886,B
-33.18623683,151.546886,B
-33.19123683,151.546886,D
-33.20123683,151.546886,D
-33.20623683,151.546886,D
-33.21123683,151.546886,D
-33.21623683,151.546886,B
-33.22123683,151.546886,B
-33.22623683,151.546886,B
-33.23123683,151.546886,B
-33.25623683,151.546886,D
-33.26123683,151.546886,D
-33.26623683,151.546886,D
-33.27123683,151.546886,D
-33.28123683,151.546886,D
-33.28623683,151.546886,D
-33.29123683,151.546886,D
-33.29623683,151.546886,D
-33.15123683,151.541886,B
-33.15623683,151.541886,D
-33.16123683,151.541886,D
-33.16623683,151.541886,B
-33.17123683,151.541886,B
-33.17623683,151.541886,B
-33.18123683,151.541886,B
-33.18623683,151.541886,D
-33.19123683,151.541886,D
-33.20623683,151.541886,D
-33.21123683,151.541886,D
-33.21623683,151.541886,B
-33.22123683,151.541886,B
-33.22623683,151.541886,B
-33.23123683,151.541886,B
-33.26123683,151.541886,D
-33.26623683,151.541886,D
-33.28623683,151.541886,D
-33.29123683,151.541886,D
-33.29623683,151.541886,D
-33.30123683,151.541886,D
-33.15623683,151.536886,B
-33.16123683,151.536886,B
-33.16623683,151.536886,B
-33.17123683,151.536886,B
-33.17623683,151.536886,B
-33.18123683,151.536886,B
-33.18623683,151.536886,D
-33.19123683,151.536886,D
-33.19623683,151.536886,D
-33.20123683,151.536886,D
-33.20623683,151.536886,D
-33.21123683,151.536886,D
-33.21623683,151.536886,D
-33.22123683,151.536886,B
-33.22623683,151.536886,B
-33.23123683,151.536886,B
-33.23623683,151.536886,B
-33.29123683,151.536886,D
-33.29623683,151.536886,D
-33.30123683,151.536886,D
-33.16123683,151.531886,D
-33.16623683,151.531886,D
-33.17623683,151.531886,B
-33.18123683,151.531886,D
-33.18623683,151.531886,B
-33.19123683,151.531886,B
-33.19623683,151.531886,D
-33.20123683,151.531886,B
-33.20623683,151.531886,D
-33.21123683,151.531886,D
-33.21623683,151.531886,B
-33.22123683,151.531886,B
-33.22623683,151.531886,B
-33.23123683,151.531886,B
-33.29623683,151.531886,D
-33.30123683,151.531886,D
-33.30623683,151.531886,D
-33.18123683,151.526886,D
-33.19123683,151.526886,B
-33.19623683,151.526886,B
-33.20123683,151.526886,B
-33.20623683,151.526886,B
-33.21123683,151.526886,B
-33.21623683,151.526886,B
-33.29623683,151.526886,D
-33.30123683,151.526886,D
-33.30623683,151.526886,D
-33.31123683,151.526886,D
-33.18623683,151.521886,D
-33.19123683,151.521886,B
-33.19623683,151.521886,B
-33.20123683,151.521886,B
-33.20623683,151.521886,B
-33.21123683,151.521886,B
-33.21623683,151.521886,B
-33.30623683,151.521886,D
-33.31123683,151.521886,D
-33.31623683,151.521886,D
-33.18623683,151.516886,B
-33.19123683,151.516886,B
-33.19623683,151.516886,B
-33.20123683,151.516886,B
-33.20623683,151.516886,B
-33.21123683,151.516886,B
-33.21623683,151.516886,B
-33.32123683,151.516886,D
-33.19623683,151.511886,B
-33.20123683,151.511886,B
-33.20623683,151.511886,B
-33.21123683,151.511886,B
-33.21623683,151.511886,B
-33.24123683,151.511886,B
-33.24623683,151.511886,B
-33.25123683,151.511886,B
-33.25623683,151.511886,B
-33.32623683,151.511886,D
-33.19623683,151.506886,B
-33.20123683,151.506886,B
-33.20623683,151.506886,B
-33.21123683,151.506886,B
-33.22123683,151.506886,B
-33.23623683,151.506886,B
-33.24123683,151.506886,B
-33.24623683,151.506886,B
-33.25123683,151.506886,B
-33.25623683,151.506886,B
-33.26123683,151.506886,B
-33.33123683,151.506886,D
-33.19623683,151.501886,B
-33.20123683,151.501886,B
-33.20623683,151.501886,B
-33.21123683,151.501886,B
-33.22123683,151.501886,B
-33.22623683,151.501886,B
-33.23123683,151.501886,B
-33.23623683,151.501886,B
-33.24123683,151.501886,B
-33.24623683,151.501886,B
-33.25123683,151.501886,B
-33.25623683,151.501886,B
-33.26123683,151.501886,B
-33.35123683,151.501886,B
-33.19123683,151.496886,B
-33.19623683,151.496886,B
-33.20123683,151.496886,B
-33.20623683,151.496886,B
-33.21123683,151.496886,B
-33.22123683,151.496886,B
-33.22623683,151.496886,B
-33.23123683,151.496886,B
-33.23623683,151.496886,B
-33.24123683,151.496886,B
-33.24623683,151.496886,B
-33.25123683,151.496886,B
-33.25623683,151.496886,B
-33.26123683,151.496886,B
-33.34623683,151.496886,B
-33.35123683,151.496886,B
-33.35623683,151.496886,B
-33.36123683,151.496886,D
-33.19123683,151.491886,B
-33.19623683,151.491886,B
-33.20123683,151.491886,B
-33.20623683,151.491886,B
-33.21123683,151.491886,B
-33.21623683,151.491886,B
-33.22123683,151.491886,B
-33.22623683,151.491886,B
-33.23123683,151.491886,B
-33.23623683,151.491886,B
-33.24123683,151.491886,B
-33.24623683,151.491886,B
-33.25123683,151.491886,B
-33.25623683,151.491886,B
-33.26123683,151.491886,B
-33.26623683,151.491886,B
-33.34623683,151.491886,B
-33.35123683,151.491886,B
-33.35623683,151.491886,B
-33.36123683,151.491886,B
-33.36623683,151.491886,D
-33.19123683,151.486886,D
-33.19623683,151.486886,B
-33.20123683,151.486886,B
-33.20623683,151.486886,B
-33.21123683,151.486886,B
-33.21623683,151.486886,B
-33.22123683,151.486886,B
-33.22623683,151.486886,B
-33.23123683,151.486886,B
-33.23623683,151.486886,B
-33.24123683,151.486886,B
-33.24623683,151.486886,B
-33.25123683,151.486886,B
-33.25623683,151.486886,B
-33.26123683,151.486886,B
-33.26623683,151.486886,B
-33.27123683,151.486886,B
-33.27623683,151.486886,B
-33.36123683,151.486886,B
-33.36623683,151.486886,B
-33.37123683,151.486886,D
-33.38123683,151.486886,B
-33.19123683,151.481886,B
-33.19623683,151.481886,B
-33.20123683,151.481886,B
-33.20623683,151.481886,B
-33.21123683,151.481886,B
-33.21623683,151.481886,B
-33.22123683,151.481886,B
-33.22623683,151.481886,B
-33.23123683,151.481886,B
-33.23623683,151.481886,B
-33.24123683,151.481886,B
-33.24623683,151.481886,B
-33.25123683,151.481886,B
-33.25623683,151.481886,B
-33.26123683,151.481886,B
-33.26623683,151.481886,B
-33.27123683,151.481886,B
-33.27623683,151.481886,D
-33.36623683,151.481886,B
-33.37123683,151.481886,D
-33.37623683,151.481886,D
-33.38123683,151.481886,B
-33.38623683,151.481886,B
-33.39123683,151.481886,B
-33.39623683,151.481886,B
-33.19123683,151.476886,B
-33.19623683,151.476886,B
-33.20123683,151.476886,B
-33.20623683,151.476886,B
-33.21123683,151.476886,B
-33.21623683,151.476886,B
-33.22123683,151.476886,B
-33.22623683,151.476886,B
-33.23123683,151.476886,B
-33.23623683,151.476886,B
-33.24123683,151.476886,B
-33.24623683,151.476886,B
-33.25123683,151.476886,B
-33.25623683,151.476886,B
-33.26123683,151.476886,B
-33.26623683,151.476886,B
-33.27123683,151.476886,B
-33.27623683,151.476886,D
-33.28123683,151.476886,B
-33.36623683,151.476886,D
-33.37123683,151.476886,B
-33.37623683,151.476886,B
-33.38123683,151.476886,B
-33.38623683,151.476886,B
-33.39123683,151.476886,B
-33.39623683,151.476886,B
-33.40123683,151.476886,B
-33.19123683,151.471886,B
-33.19623683,151.471886,B
-33.20123683,151.471886,B
-33.20623683,151.471886,B
-33.21123683,151.471886,B
-33.21623683,151.471886,B
-33.22123683,151.471886,B
-33.22623683,151.471886,B
-33.23123683,151.471886,B
-33.23623683,151.471886,B
-33.24123683,151.471886,B
-33.24623683,151.471886,B
-33.25123683,151.471886,B
-33.25623683,151.471886,B
-33.26123683,151.471886,B
-33.26623683,151.471886,B
-33.27123683,151.471886,B
-33.27623683,151.471886,D
-33.28123683,151.471886,D
-33.28623683,151.471886,D
-33.29123683,151.471886,D
-33.36623683,151.471886,D
-33.37123683,151.471886,D
-33.37623683,151.471886,D
-33.38123683,151.471886,B
-33.38623683,151.471886,B
-33.39123683,151.471886,D
-33.39623683,151.471886,B
-33.40123683,151.471886,D
-33.40623683,151.471886,B
-33.19623683,151.466886,B
-33.20123683,151.466886,B
-33.20623683,151.466886,B
-33.21123683,151.466886,B
-33.21623683,151.466886,B
-33.22123683,151.466886,B
-33.22623683,151.466886,B
-33.23123683,151.466886,B
-33.23623683,151.466886,B
-33.24123683,151.466886,B
-33.24623683,151.466886,B
-33.25123683,151.466886,B
-33.25623683,151.466886,D
-33.26123683,151.466886,B
-33.26623683,151.466886,B
-33.27123683,151.466886,B
-33.27623683,151.466886,B
-33.28123683,151.466886,D
-33.28623683,151.466886,D
-33.29123683,151.466886,D
-33.36623683,151.466886,D
-33.37123683,151.466886,B
-33.37623683,151.466886,B
-33.38123683,151.466886,D
-33.38623683,151.466886,B
-33.39123683,151.466886,D
-33.39623683,151.466886,B
-33.40123683,151.466886,D
-33.40623683,151.466886,B
-33.20123683,151.461886,B
-33.20623683,151.461886,B
-33.21123683,151.461886,B
-33.21623683,151.461886,B
-33.22123683,151.461886,B
-33.22623683,151.461886,B
-33.23123683,151.461886,B
-33.23623683,151.461886,B
-33.24123683,151.461886,B
-33.24623683,151.461886,B
-33.25123683,151.461886,B
-33.25623683,151.461886,D
-33.26123683,151.461886,B
-33.26623683,151.461886,B
-33.27123683,151.461886,B
-33.27623683,151.461886,B
-33.28123683,151.461886,B
-33.28623683,151.461886,D
-33.29123683,151.461886,D
-33.29623683,151.461886,D
-33.36623683,151.461886,B
-33.37123683,151.461886,B
-33.37623683,151.461886,B
-33.38123683,151.461886,D
-33.38623683,151.461886,D
-33.39123683,151.461886,D
-33.39623683,151.461886,B
-33.40123683,151.461886,D
-33.40623683,151.461886,B
-33.41123683,151.461886,B
-33.41623683,151.461886,B
-33.20623683,151.456886,B
-33.21123683,151.456886,B
-33.21623683,151.456886,B
-33.22123683,151.456886,B
-33.22623683,151.456886,B
-33.23123683,151.456886,B
-33.23623683,151.456886,B
-33.24123683,151.456886,B
-33.24623683,151.456886,B
-33.25123683,151.456886,B
-33.25623683,151.456886,D
-33.26123683,151.456886,B
-33.26623683,151.456886,B
-33.27123683,151.456886,B
-33.27623683,151.456886,B
-33.28123683,151.456886,D
-33.29123683,151.456886,D
-33.29623683,151.456886,D
-33.36123683,151.456886,D
-33.36623683,151.456886,B
-33.37123683,151.456886,B
-33.37623683,151.456886,D
-33.38123683,151.456886,D
-33.38623683,151.456886,D
-33.39123683,151.456886,B
-33.39623683,151.456886,B
-33.40123683,151.456886,D
-33.40623683,151.456886,D
-33.41123683,151.456886,D
-33.41623683,151.456886,D
-33.42123683,151.456886,B
-33.20623683,151.451886,B
-33.21123683,151.451886,B
-33.21623683,151.451886,B
-33.22123683,151.451886,B
-33.22623683,151.451886,B
-33.23123683,151.451886,B
-33.23623683,151.451886,B
-33.24123683,151.451886,B
-33.24623683,151.451886,B
-33.25123683,151.451886,B
-33.25623683,151.451886,D
-33.26123683,151.451886,D
-33.26623683,151.451886,B
-33.27123683,151.451886,B
-33.27623683,151.451886,B
-33.28123683,151.451886,D
-33.29123683,151.451886,D
-33.29623683,151.451886,D
-33.36123683,151.451886,B
-33.36623683,151.451886,B
-33.37123683,151.451886,B
-33.37623683,151.451886,B
-33.38123683,151.451886,B
-33.38623683,151.451886,B
-33.39123683,151.451886,B
-33.39623683,151.451886,B
-33.40123683,151.451886,B
-33.40623683,151.451886,B
-33.41123683,151.451886,B
-33.41623683,151.451886,B
-33.42123683,151.451886,D
-33.42623683,151.451886,D
-33.45123683,151.451886,B
-33.20123683,151.446886,B
-33.20623683,151.446886,B
-33.21123683,151.446886,B
-33.21623683,151.446886,B
-33.22123683,151.446886,B
-33.22623683,151.446886,B
-33.23123683,151.446886,B
-33.23623683,151.446886,B
-33.24123683,151.446886,B
-33.24623683,151.446886,B
-33.25123683,151.446886,D
-33.25623683,151.446886,D
-33.26123683,151.446886,B
-33.26623683,151.446886,B
-33.27123683,151.446886,B
-33.27623683,151.446886,D
-33.28123683,151.446886,D
-33.28623683,151.446886,D
-33.29623683,151.446886,D
-33.30123683,151.446886,D
-33.32123683,151.446886,D
-33.35623683,151.446886,D
-33.36123683,151.446886,D
-33.36623683,151.446886,D
-33.37123683,151.446886,B
-33.37623683,151.446886,B
-33.38123683,151.446886,B
-33.38623683,151.446886,B
-33.39123683,151.446886,B
-33.39623683,151.446886,B
-33.40123683,151.446886,B
-33.40623683,151.446886,B
-33.41123683,151.446886,B
-33.41623683,151.446886,B
-33.42123683,151.446886,D
-33.42623683,151.446886,D
-33.43123683,151.446886,D
-33.45123683,151.446886,B
-33.19623683,151.441886,B
-33.20123683,151.441886,B
-33.20623683,151.441886,B
-33.21123683,151.441886,B
-33.21623683,151.441886,B
-33.22123683,151.441886,B
-33.22623683,151.441886,B
-33.23123683,151.441886,B
-33.23623683,151.441886,B
-33.24123683,151.441886,B
-33.24623683,151.441886,B
-33.25123683,151.441886,B
-33.25623683,151.441886,D
-33.26123683,151.441886,D
-33.26623683,151.441886,B
-33.27123683,151.441886,D
-33.27623683,151.441886,D
-33.28123683,151.441886,D
-33.28623683,151.441886,D
-33.29123683,151.441886,D
-33.29623683,151.441886,D
-33.30123683,151.441886,D
-33.30623683,151.441886,D
-33.31123683,151.441886,D
-33.31623683,151.441886,D
-33.32123683,151.441886,D
-33.32623683,151.441886,D
-33.35123683,151.441886,B
-33.35623683,151.441886,D
-33.36123683,151.441886,D
-33.36623683,151.441886,B
-33.37123683,151.441886,B
-33.37623683,151.441886,B
-33.38123683,151.441886,B
-33.38623683,151.441886,B
-33.39123683,151.441886,B
-33.39623683,151.441886,B
-33.40123683,151.441886,B
-33.40623683,151.441886,B
-33.41123683,151.441886,B
-33.41623683,151.441886,B
-33.42123683,151.441886,B
-33.42623683,151.441886,B
-33.43123683,151.441886,D
-33.43623683,151.441886,D
-33.44123683,151.441886,D
-33.44623683,151.441886,B
-33.45123683,151.441886,B
-33.45623683,151.441886,D
-33.48123683,151.441886,B
-33.48623683,151.441886,B
-33.49123683,151.441886,D
-33.20123683,151.436886,B
-33.20623683,151.436886,B
-33.21123683,151.436886,B
-33.21623683,151.436886,B
-33.22123683,151.436886,B
-33.22623683,151.436886,B
-33.23123683,151.436886,B
-33.23623683,151.436886,B
-33.24123683,151.436886,B
-33.24623683,151.436886,B
-33.25123683,151.436886,B
-33.25623683,151.436886,B
-33.26123683,151.436886,D
-33.26623683,151.436886,B
-33.27123683,151.436886,B
-33.27623683,151.436886,D
-33.28123683,151.436886,D
-33.28623683,151.436886,D
-33.30123683,151.436886,D
-33.30623683,151.436886,D
-33.31123683,151.436886,D
-33.31623683,151.436886,D
-33.32623683,151.436886,B
-33.33123683,151.436886,D
-33.33623683,151.436886,D
-33.34123683,151.436886,D
-33.34623683,151.436886,B
-33.35123683,151.436886,B
-33.35623683,151.436886,B
-33.36123683,151.436886,D
-33.36623683,151.436886,B
-33.37123683,151.436886,B
-33.37623683,151.436886,B
-33.38123683,151.436886,B
-33.38623683,151.436886,B
-33.39123683,151.436886,B
-33.39623683,151.436886,B
-33.40123683,151.436886,B
-33.40623683,151.436886,B
-33.41123683,151.436886,B
-33.41623683,151.436886,B
-33.42123683,151.436886,B
-33.42623683,151.436886,B
-33.43123683,151.436886,B
-33.43623683,151.436886,D
-33.44123683,151.436886,B
-33.44623683,151.436886,B
-33.45123683,151.436886,B
-33.45623683,151.436886,D
-33.46123683,151.436886,D
-33.47623683,151.436886,B
-33.48123683,151.436886,B
-33.48623683,151.436886,B
-33.49123683,151.436886,D
-33.19623683,151.431886,B
-33.20123683,151.431886,B
-33.20623683,151.431886,B
-33.21123683,151.431886,B
-33.21623683,151.431886,B
-33.22123683,151.431886,B
-33.22623683,151.431886,B
-33.23123683,151.431886,B
-33.23623683,151.431886,B
-33.24123683,151.431886,B
-33.24623683,151.431886,B
-33.25123683,151.431886,CD
-33.25623683,151.431886,D
-33.26123683,151.431886,B
-33.26623683,151.431886,B
-33.27123683,151.431886,B
-33.27623683,151.431886,B
-33.28123683,151.431886,D
-33.28623683,151.431886,B
-33.29123683,151.431886,D
-33.29623683,151.431886,D
-33.30123683,151.431886,D
-33.30623683,151.431886,D
-33.31123683,151.431886,D
-33.31623683,151.431886,D
-33.32123683,151.431886,B
-33.32623683,151.431886,D
-33.33123683,151.431886,B
-33.33623683,151.431886,D
-33.34123683,151.431886,B
-33.34623683,151.431886,B
-33.35123683,151.431886,B
-33.35623683,151.431886,B
-33.36123683,151.431886,B
-33.36623683,151.431886,B
-33.37123683,151.431886,B
-33.37623683,151.431886,B
-33.38123683,151.431886,B
-33.38623683,151.431886,B
-33.39123683,151.431886,B
-33.39623683,151.431886,B
-33.40123683,151.431886,B
-33.40623683,151.431886,B
-33.41123683,151.431886,B
-33.41623683,151.431886,B
-33.42123683,151.431886,B
-33.42623683,151.431886,B
-33.43123683,151.431886,B
-33.43623683,151.431886,B
-33.44123683,151.431886,B
-33.44623683,151.431886,B
-33.45123683,151.431886,B
-33.45623683,151.431886,D
-33.46123683,151.431886,D
-33.46623683,151.431886,D
-33.47123683,151.431886,B
-33.47623683,151.431886,B
-33.48123683,151.431886,B
-33.48623683,151.431886,B
-33.49123683,151.431886,D
-33.19623683,151.426886,B
-33.20123683,151.426886,B
-33.20623683,151.426886,B
-33.21123683,151.426886,B
-33.21623683,151.426886,B
-33.22123683,151.426886,B
-33.22623683,151.426886,B
-33.23123683,151.426886,B
-33.23623683,151.426886,B
-33.24123683,151.426886,B
-33.24623683,151.426886,B
-33.25123683,151.426886,CD
-33.25623683,151.426886,CD
-33.26123683,151.426886,B
-33.26623683,151.426886,B
-33.27123683,151.426886,B
-33.27623683,151.426886,B
-33.28123683,151.426886,B
-33.28623683,151.426886,B
-33.29123683,151.426886,D
-33.29623683,151.426886,D
-33.30123683,151.426886,D
-33.30623683,151.426886,D
-33.31123683,151.426886,D
-33.31623683,151.426886,D
-33.32123683,151.426886,D
-33.32623683,151.426886,B
-33.33123683,151.426886,B
-33.33623683,151.426886,B
-33.34123683,151.426886,B
-33.34623683,151.426886,B
-33.35123683,151.426886,B
-33.35623683,151.426886,B
-33.36123683,151.426886,B
-33.36623683,151.426886,B
-33.37123683,151.426886,B
-33.37623683,151.426886,B
-33.38123683,151.426886,B
-33.38623683,151.426886,B
-33.39123683,151.426886,B
-33.39623683,151.426886,B
-33.40123683,151.426886,B
-33.40623683,151.426886,B
-33.41123683,151.426886,B
-33.41623683,151.426886,B
-33.42123683,151.426886,B
-33.42623683,151.426886,B
-33.43123683,151.426886,B
-33.43623683,151.426886,B
-33.44123683,151.426886,B
-33.44623683,151.426886,B
-33.45123683,151.426886,B
-33.45623683,151.426886,D
-33.46123683,151.426886,D
-33.46623683,151.426886,B
-33.47123683,151.426886,B
-33.47623683,151.426886,B
-33.48123683,151.426886,B
-33.48623683,151.426886,D
-33.50623683,151.426886,B
-33.19623683,151.421886,B
-33.20123683,151.421886,B
-33.20623683,151.421886,B
-33.21123683,151.421886,B
-33.21623683,151.421886,B
-33.22123683,151.421886,B
-33.22623683,151.421886,B
-33.23123683,151.421886,B
-33.23623683,151.421886,B
-33.24123683,151.421886,B
-33.24623683,151.421886,CD
-33.25123683,151.421886,CD
-33.25623683,151.421886,CD
-33.26123683,151.421886,D
-33.26623683,151.421886,B
-33.27123683,151.421886,B
-33.27623683,151.421886,B
-33.28123683,151.421886,B
-33.28623683,151.421886,D
-33.29123683,151.421886,D
-33.29623683,151.421886,D
-33.30123683,151.421886,D
-33.30623683,151.421886,D
-33.31123683,151.421886,D
-33.31623683,151.421886,D
-33.32123683,151.421886,D
-33.32623683,151.421886,D
-33.33123683,151.421886,B
-33.33623683,151.421886,B
-33.34123683,151.421886,B
-33.34623683,151.421886,B
-33.35123683,151.421886,B
-33.35623683,151.421886,B
-33.36123683,151.421886,B
-33.36623683,151.421886,B
-33.37123683,151.421886,B
-33.37623683,151.421886,B
-33.38123683,151.421886,B
-33.38623683,151.421886,B
-33.39123683,151.421886,B
-33.39623683,151.421886,B
-33.40123683,151.421886,B
-33.40623683,151.421886,B
-33.41123683,151.421886,B
-33.41623683,151.421886,B
-33.42123683,151.421886,B
-33.42623683,151.421886,B
-33.43123683,151.421886,B
-33.43623683,151.421886,B
-33.44123683,151.421886,B
-33.44623683,151.421886,B
-33.45123683,151.421886,B
-33.45623683,151.421886,B
-33.46123683,151.421886,D
-33.46623683,151.421886,B
-33.47123683,151.421886,B
-33.47623683,151.421886,B
-33.48123683,151.421886,B
-33.48623683,151.421886,D
-33.49623683,151.421886,B
-33.50123683,151.421886,D
-33.50623683,151.421886,B
-33.19623683,151.416886,B
-33.20123683,151.416886,B
-33.20623683,151.416886,B
-33.21123683,151.416886,B
-33.21623683,151.416886,B
-33.22123683,151.416886,B
-33.22623683,151.416886,B
-33.23123683,151.416886,B
-33.23623683,151.416886,CD
-33.24123683,151.416886,CD
-33.24623683,151.416886,CD
-33.25123683,151.416886,CD
-33.25623683,151.416886,CD
-33.26123683,151.416886,CD
-33.26623683,151.416886,D
-33.27123683,151.416886,D
-33.27623683,151.416886,D
-33.28623683,151.416886,D
-33.29123683,151.416886,D
-33.29623683,151.416886,D
-33.30123683,151.416886,D
-33.30623683,151.416886,D
-33.31123683,151.416886,B
-33.31623683,151.416886,D
-33.32123683,151.416886,D
-33.32623683,151.416886,D
-33.33123683,151.416886,B
-33.33623683,151.416886,B
-33.34123683,151.416886,B
-33.34623683,151.416886,B
-33.35123683,151.416886,B
-33.35623683,151.416886,B
-33.36123683,151.416886,B
-33.36623683,151.416886,B
-33.37123683,151.416886,B
-33.37623683,151.416886,B
-33.38123683,151.416886,B
-33.38623683,151.416886,B
-33.39123683,151.416886,B
-33.39623683,151.416886,B
-33.40123683,151.416886,B
-33.40623683,151.416886,B
-33.41123683,151.416886,B
-33.41623683,151.416886,B
-33.42123683,151.416886,B
-33.42623683,151.416886,B
-33.43123683,151.416886,B
-33.43623683,151.416886,B
-33.44123683,151.416886,B
-33.44623683,151.416886,B
-33.45123683,151.416886,B
-33.45623683,151.416886,B
-33.46123683,151.416886,B
-33.46623683,151.416886,B
-33.47123683,151.416886,B
-33.47623683,151.416886,B
-33.48123683,151.416886,B
-33.48623683,151.416886,D
-33.49123683,151.416886,D
-33.49623683,151.416886,B
-33.50123683,151.416886,B
-33.50623683,151.416886,B
-33.51123683,151.416886,B
-33.51623683,151.416886,D
-33.52123683,151.416886,B
-33.19623683,151.411886,B
-33.20123683,151.411886,B
-33.20623683,151.411886,CD
-33.21123683,151.411886,B
-33.21623683,151.411886,B
-33.22123683,151.411886,B
-33.22623683,151.411886,B
-33.23123683,151.411886,CD
-33.23623683,151.411886,B
